UnitCode,UnitName,Faculty
IAR3303,Folio and reflection,ada
IAR3308,Structure and services B,ada
IAR3401,Interior architecture history and theory,ada
IAR3501,Studies in interior architecture,ada
IAR4117,Interior architecture studio 7,ada
IAR4118,Interior architecture studio 8,ada
IAR4119,Interior architecture studio 7,ada
IAR4120,Interior architecture design research project,ada
IAR4406,Industrial experience,ada
IAR4500,Research: questions and processes,ada
IAR4501,Interior architecture design research documentation,ada
IBL2030,Industry based learning: Science,sci
IDE1112,Industrial design studio 2,ada
IDE1502,Modelmaking and workshop practice,ada
IDE1602,Product drawing,ada
IDE1802,Materials and manufacturing 1,ada
IDE2113,Industrial design studio 3,ada
IDE2114,Industrial design studio 4,ada
IDE2120,Designing for sustainability,ada
IDE2211,Engineering drawing,ada
IDE2303,Ergonomics,ada
IDE2701,Product interface design,ada
IDE2810,Furniture 1,ada
IDE2811,Mechanics and electronics for industrial design,ada
IDE3105,Industrial design studio 5,ada
IDE3106,Industrial design studio 6,ada
IDE3115,Industrial design studio 5,ada
IDE3116,Industrial design studio 6,ada
IDE3302,Ergonomics 2,ada
IDE3812,Mobility design 1,ada
IDE3813,Mobility design 2,ada
IDE3814,Materials and manufacturing 2,ada
IDE3815,Furniture design 2,ada
IDE4117,Industrial design studio 7 (major project 1),ada
IDE4118,Industrial design studio 8 (major project 2),ada
IDE4809,Mobility design 3,ada
IDN1001,Industrial design studio 1,ada
IDN1002,Industrial design studio 2,ada
IDN2001,Industrial design studio 3,ada
IDN2101,Concept art for design,ada
IDN2102,Service design studio,ada
IDN3001,Industrial design studio 4,ada
IDN3002,Industrial design studio 5,ada
IDN4406,Industry placement for design,ada
IMM2011,Basic immunology: The body's defence system,sci
IMM2022,Immunology in health and disease,sci
IMM3031,Molecular and cellular immunology,sci
IMM3042,Clinical immunopathology,sci
IMM3051,Principles of applied immunology,sci
IMM3062,Clinical and research laboratory immunology,sci
IMM3802,Essentials of applied immunology,sci
IMM3990,Immunology in action research project,sci
IPE1011,Foundations of health in primary clinical care,med
IRD5000,Master of biomedical science (Part 1): Monash Institute of Medical Research,med
JWL1311,Contemporary jewellery practice 1,ada
JWL1312,Contemporary jewellery practice 2,ada
JWL1331,Metals and jewellery practice and theory 1B,ada
JWL1342,Metals and jewellery practice and theory 2B,ada
JWL2313,Contemporary jewellery practice 3,ada
JWL2314,Contemporary jewellery practice 4,ada
JWL2323,Metals and jewellery practice and theory 3B,ada
JWL2324,Metals and jewellery practice and theory 4B,ada
JWL3315,Metals and jewellery practice and theory 5,ada
JWL3316,Metals and jewellery practice and theory 6,ada
LAW1101,Introduction to legal reasoning,law
LAW1104,Research and writing,law
LAW1111,Foundations of Law,law
LAW1112,Public law and statutory interpretation,law
LAW1113,Torts,law
LAW1114,Criminal law 1,law
LAW2001,Law in professional contexts,law
LAW2101,Contract A,law
LAW2102,Contract B,law
LAW2111,Constitutional law,law
LAW2112,Property A,law
LAW2201,Torts A,law
LAW2202,Torts B,law
LAW3111,Equity,law
LAW3112,Corporations law,law
LAW3301,Criminal law and procedure A,law
LAW3302,Criminal law B,law
LAW3402,Property B,law
LAW4101,Administration of criminal justice,law
LAW4104,Australian banking law,law
LAW4108,Constitutional law of Malaysia,law
LAW4111,Crime and gender,law
LAW4112,Advanced constitutional law,law
LAW4113,Current problems in criminal law,law
LAW4115,Environmental law,law
LAW4119,Contemporary workplace relations law,law
LAW4121,Insurance law,law
LAW4122,International law,law
LAW4123,International organisations,law
LAW4125,Comparative antitrust law,law
LAW4126,Asian legal systems,law
LAW4127,Collective labour rights,law
LAW4129,Law and discrimination,law
LAW4130,Law and social theory,law
LAW4132,Law of employment,law
LAW4133,International law seminar: International public order,law
LAW4137,Legal philosophy,law
LAW4140,Media law 2,law
LAW4151,"Theoretical perspectives on law, gender and feminism",law
LAW4153,Comparative European legal systems,law
LAW4155,International human rights,law
LAW4156,Conflict of laws - private international law,law
LAW4158,Indigenous peoples and the law,law
LAW4159,International business transactions,law
LAW4160,Negotiation and conflict resolution,law
LAW4161,Introduction to European Union law,law
LAW4162,Family property and financial disputes,law
LAW4163,"Parents, children and the state",law
LAW4164,International refugee law and practice,law
LAW4165,Comparative constitutions and rights,law
LAW4166,Citizenship and migration law,law
LAW4170,Trusts,law
LAW4172,Human rights in Australian law,law
LAW4173,Research unit A,law
LAW4174,Research unit B,law
LAW4176,Applied legal research,law
LAW4177,Introduction to family law,law
LAW4178,Comparative civil procedure,law
LAW4179,International commercial arbitration,law
LAW4180,International law of the sea I: Marine resource management,law
LAW4184,International criminal law,law
LAW4188,International banking law,law
LAW4189,Comparative criminal law,law
LAW4190,Construction law: Principles and practice,law
LAW4193,Biotechnology and the law,law
LAW4196,Consumer law,law
LAW4197,"Current issues in Indigenous rights: International, comparative and regional perspectives",law
LAW4198,Australian commercial law,law
LAW4199,International laws of armed conflict,law
LAW4214,Supervised research paper,law
LAW4219,The law of financial transactions,law
LAW4225,Non-adversarial justice,law
LAW4227,Criminal investigation law and procedure,law
LAW4228,Problem based learning seminar,law
LAW4229,Comparative tax policy,law
LAW4230,Animal law,law
LAW4242,Introduction to transitional justice,law
LAW4243,Tax policy,law
LAW4244,Construction law (dispute resolution),law
LAW4247,Current issues in statutory interpretation,law
LAW4249,"Environmental activism, ecoterrorism and the law",law
LAW4250,The global lawyer,law
LAW4251,Advanced copyright: Global law and policy,law
LAW4252,Chinese legal institutions and laws,law
LAW4301,Advanced torts,law
LAW4302,The law of public listed companies,law
LAW4303,Litigation and dispute resolution,law
LAW4304,"Forensic evidence: Law, science, medicine and technology",law
LAW4305,Federal criminal justice,law
LAW4306,Sentencing and sanctions,law
LAW4307,International law of the sea II,law
LAW4308,Restitution,law
LAW4309,Lawyers ethics in practice,law
LAW4310,Trial practice and advocacy,law
LAW4311,Succession law,law
LAW4312,Legal issues in medicine,law
LAW4313,International environmental law,law
LAW4314,International space law,law
LAW4316,Media law 1,law
LAW4318,Competition law,law
LAW4319,Superannuation law,law
LAW4322,Advanced taxation law,law
LAW4323,Evidence,law
LAW4324,Corporate governance and shareholders remedies,law
LAW4325,Advanced evidence,law
LAW4326,Cyberlaw,law
LAW4327,Honours thesis,law
LAW4328,Professional practice,law
LAW4329,Comparative cyberlaw,law
LAW4330,Family law assistance program: Professional practice,law
LAW4331,Administrative law,law
LAW4332,Criminal law and procedure 2,law
LAW4333,Corporate insolvency,law
LAW4339,Personal insolvency,law
LAW4340,Sport and the law,law
LAW4341,Copyright and designs,law
LAW4342,"Patents, trade marks and unfair competition",law
LAW4343,Sovereignty and globalisation,law
LAW4484,Malaysian and Singaporean constitutional systems,law
LAW4513,Capital markets regulation: A comparative perspective,law
LAW4515,International criminology,law
LAW4516,Comparative perspectives on crime and punishment,law
LAW4522,Remedies,law
LAW4523,The judiciary in comparative perspective,law
LAW4526,World trade organisation dispute settlement,law
LAW4528,Comparative consumer bankruptcy,law
LAW4531,Product liability law from a comparative perspective,law
LAW4532,Climate change and international law,law
LAW4533,International and comparative taxation law,law
LAW4534,Law and biology,law
LAW4535,International and comparative trade mark law,law
LAW4536,International and comparative family law,law
LAW4537,"Public policy, regulation and the law",law
LAW4538,"Lawyers, literature and cinema",law
LAW4539,Modern constitutionalism: A comparative perspective,law
LAW4641,"Intellectual property: Theory, copyright and design",law
LAW4642,Issues in medical ethics and law,law
LAW4643,Corporate social responsibility,law
LAW4644,Comparative remedies,law
LAW4645,International perspectives on torts law,law
LAW4646,Sexuality and the law,law
LAW4647,Great books of the common law,law
LAW4648,Ethics and criminal justice,law
LAW4649,Mediation and law: From problem solving to narrative building,law
LAW4651,Comparative evidence law,law
LAW4652,Transnational litigation,law
LAW4653,Privacy and surveillance in an information age: Comparative law perspectives,law
LAW4654,Law and liberty,law
LAW4655,Comparative issues in patent law,law
LAW4656,"Varieties of the secular: Law, religion, and social change",law
LAW4658,International litigation and arbitration,law
LAW4659,Game theory and the law,law
LAW4660,Regulating relationships and families,law
LAW4662,Air and space law,law
LAW4663,International environmental governance,law
LAW4664,Comparative dispute resolution,law
LAW4665,Comparative cybercrime,law
LAW4666,European human rights law,law
LAW4667,Human dignity in comparative perspective,law
LAW4668,International investment law,law
LAW4669,Humans rights and the European Union,law
LAW4670,Introduction to Islamic law,law
LAW4671,Private investment law,law
LAW4673,European and international monetary law,law
LAW4674,"Freedom of speech: Law, theory and policy",law
LAW4675,International and comparative insolvency law,law
LAW4676,Judgment and decision-making,law
LAW4677,International information and media law,law
LAW4678,International criminal justice,law
LAW4679,The law of climate change,law
LAW4680,Australian corporations law,law
LAW4681,Global economic law,law
LAW4701,Commercial transactions,law
LAW4702,Competition and consumer law,law
LAW4703,Introduction to intellectual property,law
LAW4704,Taxation law,law
LAW4801,Research project,law
LAW4802,Research practicum,law
LAW4803,Clinical externship,law
LAW4804,Law reform and community development,law
LAW4805,Mooting and advocacy competition,law
LAW4806,Jessup moot competition,law
LAW4807,Vis arbitration moot,law
LAW4808,Law Review editorship 1,law
LAW4809,Law Review editorship 2,law
LAW5000,Australian legal reasoning and methods,law
LAW5001,Principles of criminal law and procedure,law
LAW5002,Principles of contract law A,law
LAW5003,Principles of torts,law
LAW5004,Principles of public law and statutory interpretation,law
LAW5005,Principles of contract law B,law
LAW5006,Principles of property law,law
LAW5007,Principles of constitutional law,law
LAW5008,Principles of equity,law
LAW5009,Advanced property law B,law
LAW5010,Principles of trusts,law
LAW5011,Principles of company law,law
LAW5012,Principles of evidence,law
LAW5013,Principles of litigation and dispute resolution,law
LAW5014,Principles of administrative law,law
LAW5015,Ethics in legal practice,law
LAW5016,Principles of corporations law,law
LAW5017,Advanced corporations law,law
LAW5018,Advanced property law,law
LAW5050,Professional practice (JD),law
LAW5051,Research practicum,law
LAW5052,Professional project,law
LAW5053,Law Review editorship 1,law
LAW5054,Law Review editorship 2,law
LAW5055,Vis arbitration moot,law
LAW5056,Jessup moot competition,law
LAW5080,Australian legal system,law
LAW5081,Australian legal process and research,law
LAW5082,Masters research,law
LAW5083,Extended research,law
LAW5084,Minor thesis,law
LAW5185,Graduate research paper,law
LAW5300,Commercial tenancy law,law
LAW5301,Copyright,law
LAW5302,European Union law and policy,law
LAW5303,Forensic family law,law
LAW5304,Overview of international human rights law,law
LAW5305,International trade law,law
LAW5306,Corporate insolvency,law
LAW5307,Occupational health and safety,law
